Student ID,Student Name,Gender,Age,Department,Year,Semester,Subject,Internal Marks,Assignment Marks,Practical Marks,Theory Marks,Total Marks,Grade,GPA,Attendance Percentage,Pass/Fail Status
S0263,Student 0263,Female,21,Electronics,4,7,Cloud Computing,19,6,14,36,75,A,7.73,72,Fail
S0264,Student 0264,Female,19,Mechanical,3,1,Mathematics,19,9,13,47,88,A+,9.15,59,Fail
S0265,Student 0265,Female,24,Mechanical,2,8,DBMS,23,8,13,37,81,A+,7.66,91,Pass
S0266,Student 0266,Male,21,Electronics,1,1,Python,28,9,8,23,68,B+,6.73,65,Fail
S0267,Student 0267,Male,18,Computer Science,2,5,Data Structures,22,6,13,28,69,B+,6.75,60,Fail
S0268,Student 0268,Male,22,Mechanical,3,4,Cloud Computing,28,6,9,20,63,B+,6.27,68,Fail
S0269,Student 0269,Female,18,Computer Science,4,1,Python,29,8,9,47,93,O,9.53,82,Pass
S0270,Student 0270,Male,21,Computer Science,4,2,Mathematics,30,6,9,30,75,A,7.96,78,Pass
S0271,Student 0271,Male,21,Computer Science,2,2,Machine Learning,27,6,10,34,77,A,7.97,77,Pass
S0272,Student 0272,Female,20,Civil,4,4,Python,19,7,9,38,73,A,7.12,79,Pass
S0273,Student 0273,Female,19,Computer Science,2,5,Mathematics,19,7,12,44,82,A+,7.63,99,Pass
S0274,Student 0274,Female,23,Civil,2,7,DBMS,28,6,11,35,80,A+,7.54,79,Pass
S0275,Student 0275,Male,24,Civil,1,1,DBMS,23,7,14,47,91,O,9.01,91,Pass
S0276,Student 0276,Female,22,Mechanical,1,1,Machine Learning,19,6,12,26,63,B+,6.81,57,Fail
S0277,Student 0277,Male,24,Electronics,4,7,Mathematics,24,6,10,28,68,B+,6.57,60,Fail
S0278,Student 0278,Male,18,Computer Science,3,7,Machine Learning,28,6,12,42,88,A+,9.08,82,Pass
S0279,Student 0279,Male,18,Computer Science,1,7,Python,25,10,8,29,72,A,7.49,97,Pass
S0280,Student 0280,Female,23,Information Technology,2,1,Data Structures,25,8,12,25,70,A,6.55,78,Pass
S0281,Student 0281,Male,21,Information Technology,1,6,Cloud Computing,22,10,9,28,69,B+,7.47,100,Pass
S0282,Student 0282,Male,19,Mechanical,3,1,Cloud Computing,27,7,13,25,72,A,7.53,71,Fail
S0283,Student 0283,Male,24,Civil,1,1,Python,21,6,15,31,73,A,7.8,79,Pass
S0284,Student 0284,Male,22,Information Technology,4,4,DBMS,21,9,13,28,71,A,7.19,59,Fail
S0285,Student 0285,Female,20,Information Technology,2,4,Machine Learning,18,9,9,48,84,A+,8.84,84,Pass
S0286,Student 0286,Female,22,Information Technology,4,1,DBMS,21,8,12,43,84,A+,8.09,94,Pass
S0287,Student 0287,Male,20,Mechanical,2,4,Data Structures,18,9,8,27,62,B+,6.02,89,Pass
S0288,Student 0288,Male,23,Information Technology,4,5,Python,21,10,11,33,75,A,8.05,86,Pass
S0289,Student 0289,Male,23,Electronics,1,1,Data Structures,26,9,13,34,82,A+,8.3,60,Fail
S0290,Student 0290,Female,23,Mechanical,1,1,Cloud Computing,28,7,11,29,75,A,7.92,71,Fail
S0291,Student 0291,Male,19,Electronics,3,8,DBMS,21,6,11,24,62,B+,5.73,92,Pass
S0292,Student 0292,Female,20,Mechanical,4,6,Cloud Computing,19,10,13,50,92,O,9.14,68,Fail
S0293,Student 0293,Male,20,Information Technology,1,3,Mathematics,22,10,8,26,66,B+,6.18,75,Pass
S0294,Student 0294,Male,18,Mechanical,1,5,DBMS,20,6,14,47,87,A+,8.77,83,Pass
S0295,Student 0295,Female,23,Mechanical,1,3,Python,18,6,11,24,59,B,6.29,67,Fail
S0296,Student 0296,Female,18,Information Technology,3,2,Python,19,7,15,45,86,A+,8.11,63,Fail
S0297,Student 0297,Female,19,Information Technology,4,1,Data Structures,27,9,14,35,85,A+,8.36,56,Fail
S0298,Student 0298,Male,23,Electronics,2,3,DBMS,22,9,10,21,62,B+,6.34,94,Pass
S0299,Student 0299,Male,23,Electronics,4,7,Machine Learning,25,6,9,28,68,B+,6.36,79,Pass
S0300,Student 0300,Female,21,Civil,2,1,Cloud Computing,30,8,15,37,90,O,8.81,86,Pass
S0301,Student 0301,Female,22,Electronics,2,1,DBMS,27,7,8,48,90,O,8.47,72,Fail
S0302,Student 0302,Male,22,Electronics,2,3,Python,21,7,12,37,77,A,8.02,58,Fail
S0303,Student 0303,Male,23,Mechanical,3,3,Data Structures,21,10,13,45,89,A+,8.73,99,Pass
S0304,Student 0304,Male,22,Electronics,2,4,Cloud Computing,26,8,10,35,79,A,7.41,57,Fail
S0305,Student 0305,Male,24,Computer Science,1,8,Python,23,10,11,45,89,A+,8.71,63,Fail
S0306,Student 0306,Male,20,Electronics,1,1,Data Structures,27,7,9,47,90,O,9.43,88,Pass
S0307,Student 0307,Female,23,Mechanical,1,6,DBMS,23,7,10,43,83,A+,8.65,82,Pass
S0308,Student 0308,Female,19,Electronics,2,6,Data Structures,28,10,10,32,80,A+,8.28,74,Fail
S0309,Student 0309,Male,21,Computer Science,1,7,Machine Learning,18,7,13,49,87,A+,8.37,94,Pass
S0310,Student 0310,Female,21,Computer Science,3,2,Data Structures,23,8,10,40,81,A+,8.49,60,Fail
S0311,Student 0311,Male,21,Information Technology,3,4,Data Structures,29,6,13,28,76,A,7.86,61,Fail
S0312,Student 0312,Female,24,Mechanical,4,3,Cloud Computing,25,9,13,37,84,A+,7.92,79,Pass
S0313,Student 0313,Male,18,Civil,2,3,Cloud Computing,19,6,12,20,57,B,5.41,75,Pass
S0314,Student 0314,Female,23,Electronics,2,7,Data Structures,29,6,9,30,74,A,7.98,93,Pass
S0315,Student 0315,Male,21,Information Technology,4,3,Machine Learning,24,7,8,23,62,B+,5.85,76,Pass
S0316,Student 0316,Female,19,Civil,3,5,DBMS,21,6,8,32,67,B+,6.76,91,Pass
S0317,Student 0317,Male,23,Information Technology,3,1,Cloud Computing,19,8,15,26,68,B+,6.23,61,Fail
S0318,Student 0318,Female,19,Electronics,1,8,Python,22,9,15,35,81,A+,7.82,97,Pass
S0319,Student 0319,Female,22,Electronics,4,6,Data Structures,25,6,12,34,77,A,7.42,84,Pass
S0320,Student 0320,Male,24,Information Technology,2,2,Python,28,8,14,44,94,O,9.07,92,Pass
S0321,Student 0321,Male,22,Mechanical,4,8,Machine Learning,21,9,12,22,64,B+,6.88,80,Pass
S0322,Student 0322,Female,18,Civil,2,2,Cloud Computing,20,7,11,45,83,A+,7.85,67,Fail
S0323,Student 0323,Female,24,Mechanical,2,3,Machine Learning,22,8,9,22,61,B+,6.17,79,Pass
S0324,Student 0324,Male,18,Electronics,4,1,Mathematics,27,10,14,23,74,A,6.98,81,Pass
S0325,Student 0325,Female,18,Civil,1,5,Machine Learning,23,9,12,32,76,A,7.58,96,Pass
S0326,Student 0326,Female,23,Computer Science,3,7,Data Structures,27,10,14,21,72,A,7.67,80,Pass
S0327,Student 0327,Female,24,Computer Science,1,8,DBMS,23,6,13,46,88,A+,8.57,74,Fail
S0328,Student 0328,Male,19,Information Technology,2,3,DBMS,29,9,13,28,79,A,8.03,81,Pass
S0329,Student 0329,Male,18,Mechanical,2,7,Mathematics,25,10,13,46,94,O,9.42,58,Fail
S0330,Student 0330,Male,18,Electronics,4,3,Machine Learning,27,6,10,26,69,B+,7.3,67,Fail
S0331,Student 0331,Male,23,Mechanical,1,6,Mathematics,21,8,13,46,88,A+,8.81,84,Pass
S0332,Student 0332,Female,20,Information Technology,2,6,Cloud Computing,27,9,10,50,96,O,9.7,85,Pass
S0333,Student 0333,Male,24,Computer Science,3,2,DBMS,18,9,8,25,60,B+,6.34,91,Pass
S0334,Student 0334,Male,23,Computer Science,2,4,DBMS,28,9,8,47,92,O,8.61,98,Pass
S0335,Student 0335,Female,20,Computer Science,1,4,DBMS,27,8,12,33,80,A+,8.42,79,Pass
S0336,Student 0336,Female,22,Computer Science,4,5,Mathematics,26,10,14,38,88,A+,8.21,61,Fail
S0337,Student 0337,Female,20,Civil,3,5,Mathematics,19,9,9,30,67,B+,6.87,72,Fail
S0338,Student 0338,Female,23,Electronics,2,3,Machine Learning,30,7,8,45,90,O,8.88,93,Pass
S0339,Student 0339,Male,20,Computer Science,1,8,DBMS,22,9,14,32,77,A,7.8,57,Fail
S0340,Student 0340,Female,23,Computer Science,4,6,Machine Learning,22,7,10,29,68,B+,6.76,61,Fail
S0341,Student 0341,Female,20,Civil,2,6,Mathematics,19,7,13,27,66,B+,6.5,74,Fail
S0342,Student 0342,Female,22,Electronics,3,8,Python,25,6,9,35,75,A,7.5,67,Fail
S0343,Student 0343,Female,19,Electronics,4,1,Data Structures,20,7,13,33,73,A,7.77,91,Pass
S0344,Student 0344,Female,19,Electronics,2,2,Cloud Computing,23,7,13,40,83,A+,7.71,58,Fail
S0345,Student 0345,Female,21,Computer Science,2,8,Python,20,10,14,40,84,A+,8.28,82,Pass
S0346,Student 0346,Male,23,Information Technology,1,4,Mathematics,23,6,13,44,86,A+,8.23,88,Pass
S0347,Student 0347,Male,24,Computer Science,2,6,DBMS,20,6,14,36,76,A,7.37,92,Pass
S0348,Student 0348,Female,21,Information Technology,3,5,Cloud Computing,29,10,13,33,85,A+,9.09,98,Pass
S0349,Student 0349,Male,22,Electronics,2,3,Cloud Computing,18,7,11,43,79,A,7.55,63,Fail
S0350,Student 0350,Male,22,Civil,2,2,DBMS,29,6,14,48,97,O,9.41,95,Pass
S0351,Student 0351,Female,21,Information Technology,1,1,Python,29,6,14,34,83,A+,7.85,79,Pass
S0352,Student 0352,Female,24,Computer Science,2,1,DBMS,24,6,12,39,81,A+,8.34,93,Pass
S0353,Student 0353,Female,24,Information Technology,1,5,Python,30,6,15,26,77,A,7.34,93,Pass
S0354,Student 0354,Male,23,Civil,2,6,Mathematics,24,8,10,21,63,B+,6.3,90,Pass
S0355,Student 0355,Male,18,Mechanical,3,4,Python,18,6,9,46,79,A,8.1,91,Pass
S0356,Student 0356,Male,24,Civil,1,2,DBMS,28,7,15,29,79,A,7.86,71,Fail
S0357,Student 0357,Male,18,Computer Science,1,5,DBMS,30,8,14,43,95,O,9.01,62,Fail
S0358,Student 0358,Female,19,Computer Science,2,6,DBMS,25,10,12,48,95,O,9.35,60,Fail
S0359,Student 0359,Male,18,Information Technology,4,7,Cloud Computing,22,9,15,45,91,O,9.28,81,Pass
S0360,Student 0360,Male,22,Computer Science,1,3,Python,24,10,15,45,94,O,9.61,91,Pass
S0361,Student 0361,Female,21,Mechanical,3,1,Mathematics,29,7,15,49,100,O,9.54,86,Pass
S0362,Student 0362,Male,21,Information Technology,1,5,Mathematics,23,6,11,50,90,O,9.45,97,Pass
S0363,Student 0363,Male,18,Computer Science,4,6,Mathematics,28,9,10,46,93,O,9.77,90,Pass
S0364,Student 0364,Male,22,Computer Science,4,8,Data Structures,19,9,13,27,68,B+,7.36,76,Pass
S0365,Student 0365,Female,21,Computer Science,4,7,Data Structures,19,9,15,45,88,A+,8.74,91,Pass
S0366,Student 0366,Male,24,Electronics,1,8,Mathematics,28,6,9,32,75,A,6.94,81,Pass
S0367,Student 0367,Female,20,Information Technology,3,4,Mathematics,28,9,13,31,81,A+,8.48,58,Fail
S0368,Student 0368,Female,20,Civil,4,6,Mathematics,25,6,9,44,84,A+,8.07,97,Pass
S0369,Student 0369,Female,18,Electronics,3,2,Python,20,9,10,46,85,A+,8.79,100,Pass
S0370,Student 0370,Male,24,Electronics,2,4,Python,24,7,15,46,92,O,9.46,67,Fail
S0371,Student 0371,Male,22,Mechanical,1,2,Cloud Computing,25,10,10,50,95,O,8.91,86,Pass
S0372,Student 0372,Female,22,Mechanical,4,3,Mathematics,27,7,10,23,67,B+,6.89,79,Pass
S0373,Student 0373,Female,24,Mechanical,4,4,DBMS,24,8,12,34,78,A,7.37,63,Fail
S0374,Student 0374,Male,23,Civil,3,4,Data Structures,21,10,12,41,84,A+,8.91,77,Pass
S0375,Student 0375,Female,24,Computer Science,3,2,DBMS,26,9,14,41,90,O,8.74,89,Pass
S0376,Student 0376,Male,20,Information Technology,1,1,Cloud Computing,20,6,8,26,60,B+,6.3,72,Fail
S0377,Student 0377,Female,18,Electronics,2,1,Mathematics,30,8,11,44,93,O,8.74,89,Pass
S0378,Student 0378,Female,22,Civil,2,7,Data Structures,26,8,8,49,91,O,8.97,79,Pass
S0379,Student 0379,Female,24,Information Technology,1,5,Data Structures,27,9,11,49,96,O,9.85,95,Pass
S0380,Student 0380,Male,21,Civil,2,4,DBMS,25,7,9,25,66,B+,6.88,66,Fail
S0381,Student 0381,Female,23,Information Technology,4,5,Machine Learning,22,7,10,38,77,A,7.11,71,Fail
S0382,Student 0382,Male,24,Computer Science,1,3,DBMS,27,6,12,35,80,A+,8.06,91,Pass
S0383,Student 0383,Male,20,Electronics,2,3,Machine Learning,19,10,10,33,72,A,7.24,89,Pass
S0384,Student 0384,Male,18,Computer Science,2,6,DBMS,23,8,11,50,92,O,9.24,94,Pass
S0385,Student 0385,Female,21,Electronics,4,4,Mathematics,27,10,11,50,98,O,10,57,Fail
S0386,Student 0386,Female,22,Information Technology,4,5,Machine Learning,29,8,8,49,94,O,9.79,88,Pass
S0387,Student 0387,Male,24,Civil,4,8,Python,22,7,13,36,78,A,8.34,60,Fail
S0388,Student 0388,Female,23,Civil,1,2,Data Structures,28,7,14,46,95,O,9.15,61,Fail
S0389,Student 0389,Female,22,Information Technology,2,1,Cloud Computing,29,8,8,22,67,B+,6.17,59,Fail
S0390,Student 0390,Male,22,Information Technology,2,5,Cloud Computing,24,9,14,33,80,A+,7.42,75,Pass
S0391,Student 0391,Male,20,Information Technology,1,1,Mathematics,19,8,9,29,65,B+,6.26,98,Pass
S0392,Student 0392,Female,24,Mechanical,4,7,Mathematics,18,9,10,37,74,A,6.96,69,Fail
S0393,Student 0393,Male,18,Civil,3,3,DBMS,28,8,8,37,81,A+,7.67,90,Pass
S0394,Student 0394,Male,19,Civil,4,2,DBMS,21,8,11,33,73,A,7.72,96,Pass
S0395,Student 0395,Male,20,Computer Science,2,5,Data Structures,19,7,8,47,81,A+,8.05,90,Pass
S0396,Student 0396,Male,18,Information Technology,3,2,Data Structures,29,10,15,50,100,O,9.83,76,Pass
S0397,Student 0397,Male,22,Electronics,1,4,DBMS,25,9,13,39,86,A+,8.37,97,Pass
S0398,Student 0398,Female,20,Civil,3,6,Cloud Computing,20,6,13,27,66,B+,6.85,69,Fail
S0399,Student 0399,Male,19,Electronics,2,6,Cloud Computing,25,9,13,44,91,O,9.08,74,Fail
S0400,Student 0400,Male,18,Civil,1,5,Data Structures,26,7,12,43,88,A+,8.29,95,Pass
S0401,Student 0401,Male,20,Civil,1,7,Machine Learning,21,6,12,37,76,A,7.57,89,Pass
S0402,Student 0402,Male,24,Mechanical,2,5,Data Structures,25,10,9,32,76,A,7.6,78,Pass
S0403,Student 0403,Male,19,Civil,2,3,Cloud Computing,20,7,10,43,80,A+,8.53,85,Pass
S0404,Student 0404,Female,21,Mechanical,2,2,DBMS,23,7,8,41,79,A,7.92,68,Fail
S0405,Student 0405,Female,24,Mechanical,4,1,Python,28,8,9,42,87,A+,8.86,88,Pass
S0406,Student 0406,Male,22,Electronics,2,7,Mathematics,24,8,9,36,77,A,7.55,71,Fail
S0407,Student 0407,Male,18,Mechanical,3,6,Cloud Computing,30,9,8,36,83,A+,8.23,63,Fail
S0408,Student 0408,Male,21,Civil,3,4,Data Structures,20,7,13,39,79,A,8.28,100,Pass
S0409,Student 0409,Female,18,Electronics,1,8,Mathematics,25,9,11,38,83,A+,8.48,65,Fail
S0410,Student 0410,Male,18,Computer Science,1,3,Machine Learning,27,7,10,40,84,A+,7.85,87,Pass
S0411,Student 0411,Male,19,Computer Science,3,3,Machine Learning,24,10,8,48,90,O,9.39,97,Pass
S0412,Student 0412,Male,22,Mechanical,4,8,Data Structures,21,9,10,45,85,A+,8.88,92,Pass
S0413,Student 0413,Female,21,Civil,3,3,Mathematics,28,8,15,39,90,O,8.48,92,Pass
S0414,Student 0414,Male,21,Computer Science,1,1,Data Structures,26,10,14,46,96,O,9.73,64,Fail
S0415,Student 0415,Female,20,Civil,1,2,Python,25,7,8,48,88,A+,8.98,98,Pass
S0416,Student 0416,Female,19,Information Technology,4,4,Cloud Computing,30,9,13,38,90,O,9.09,99,Pass
S0417,Student 0417,Male,22,Electronics,4,4,Python,22,10,14,28,74,A,6.81,67,Fail
S0418,Student 0418,Female,23,Civil,1,1,Cloud Computing,28,7,13,33,81,A+,7.63,78,Pass
S0419,Student 0419,Female,24,Civil,3,5,Machine Learning,24,10,13,39,86,A+,9.19,72,Fail
S0420,Student 0420,Female,23,Computer Science,4,8,Data Structures,23,10,15,28,76,A,7.69,74,Fail
S0421,Student 0421,Female,24,Computer Science,1,4,Cloud Computing,30,7,9,26,72,A,7.08,87,Pass
S0422,Student 0422,Female,18,Civil,1,3,Cloud Computing,28,6,9,46,89,A+,8.87,64,Fail
S0423,Student 0423,Female,22,Information Technology,3,4,DBMS,19,10,8,43,80,A+,8.52,79,Pass
S0424,Student 0424,Female,19,Civil,3,1,Data Structures,28,9,15,20,72,A,7.62,67,Fail
S0425,Student 0425,Male,20,Information Technology,2,3,Mathematics,18,8,11,40,77,A,8.27,55,Fail
S0426,Student 0426,Male,22,Mechanical,3,7,Cloud Computing,27,7,8,43,85,A+,7.98,100,Pass
S0427,Student 0427,Female,19,Electronics,3,6,DBMS,21,10,11,34,76,A,7.69,80,Pass
S0428,Student 0428,Female,23,Mechanical,1,2,Machine Learning,22,8,9,45,84,A+,8.95,87,Pass
S0429,Student 0429,Male,21,Mechanical,4,8,Data Structures,30,8,15,41,94,O,9.88,84,Pass
S0430,Student 0430,Female,22,Information Technology,3,2,Cloud Computing,28,7,11,45,91,O,8.99,75,Pass
S0431,Student 0431,Male,21,Civil,1,5,Data Structures,22,6,14,41,83,A+,7.79,76,Pass
S0432,Student 0432,Male,24,Electronics,3,4,Machine Learning,22,7,11,35,75,A,7.18,67,Fail
S0433,Student 0433,Male,23,Electronics,2,4,Data Structures,21,10,13,24,68,B+,6.34,61,Fail
S0434,Student 0434,Female,19,Mechanical,1,1,Cloud Computing,23,10,13,35,81,A+,8.54,91,Pass
S0435,Student 0435,Female,22,Civil,3,7,Data Structures,30,10,10,21,71,A,7.46,88,Pass
S0436,Student 0436,Female,23,Information Technology,3,7,Mathematics,30,7,15,23,75,A,7.52,99,Pass
S0437,Student 0437,Male,22,Information Technology,1,4,Cloud Computing,27,6,13,31,77,A,8.13,94,Pass
S0438,Student 0438,Female,23,Electronics,2,5,Cloud Computing,27,8,13,25,73,A,7.21,86,Pass
S0439,Student 0439,Male,23,Electronics,3,7,DBMS,25,7,10,38,80,A+,7.67,98,Pass
S0440,Student 0440,Female,19,Electronics,2,7,Cloud Computing,21,7,10,35,73,A,6.91,55,Fail
S0441,Student 0441,Male,19,Civil,3,8,DBMS,22,10,8,32,72,A,7.43,61,Fail
S0442,Student 0442,Female,20,Electronics,4,2,Cloud Computing,29,8,12,31,80,A+,8.07,78,Pass
S0443,Student 0443,Male,24,Information Technology,4,2,DBMS,28,10,11,38,87,A+,8.88,91,Pass
S0444,Student 0444,Female,21,Electronics,3,6,Mathematics,26,9,15,48,98,O,9.66,60,Fail
S0445,Student 0445,Female,19,Computer Science,2,6,Cloud Computing,28,10,14,47,99,O,9.39,59,Fail
S0446,Student 0446,Female,23,Electronics,3,5,Mathematics,22,10,14,28,74,A,7.74,83,Pass
S0447,Student 0447,Male,19,Civil,4,7,Data Structures,20,6,10,43,79,A,8.09,70,Fail
S0448,Student 0448,Male,18,Computer Science,4,2,Python,19,9,8,20,56,B,5.63,80,Pass
S0449,Student 0449,Male,19,Electronics,2,2,Mathematics,24,8,11,27,70,A,6.93,73,Fail
S0450,Student 0450,Female,22,Civil,2,1,Python,28,8,13,47,96,O,9.56,85,Pass
S0451,Student 0451,Female,20,Mechanical,2,3,Machine Learning,27,9,14,36,86,A+,8.77,95,Pass
S0452,Student 0452,Male,22,Mechanical,2,2,Cloud Computing,22,8,14,28,72,A,6.96,64,Fail
S0453,Student 0453,Female,24,Computer Science,3,5,Cloud Computing,26,6,15,50,97,O,9.46,85,Pass
S0454,Student 0454,Male,19,Electronics,2,1,Machine Learning,23,7,14,48,92,O,9.12,90,Pass
S0455,Student 0455,Female,20,Mechanical,4,4,DBMS,19,9,11,36,75,A,7.87,94,Pass
S0456,Student 0456,Female,20,Civil,3,7,Data Structures,19,7,10,29,65,B+,6.66,62,Fail
S0457,Student 0457,Male,20,Civil,4,4,DBMS,18,7,8,37,70,A,6.62,56,Fail
S0458,Student 0458,Female,21,Electronics,2,8,Mathematics,18,7,9,24,58,B,5.79,55,Fail
S0459,Student 0459,Female,18,Electronics,4,6,Cloud Computing,29,6,13,22,70,A,6.47,64,Fail
S0460,Student 0460,Female,19,Civil,4,3,Data Structures,22,9,8,23,62,B+,5.9,100,Pass
S0461,Student 0461,Female,20,Information Technology,2,8,Mathematics,30,6,11,35,82,A+,8.42,79,Pass
S0462,Student 0462,Male,18,Computer Science,1,2,DBMS,25,8,11,31,75,A,7.94,58,Fail
S0463,Student 0463,Male,22,Computer Science,4,6,Python,20,8,9,32,69,B+,6.31,70,Fail
S0464,Student 0464,Male,18,Mechanical,2,6,Python,21,7,15,22,65,B+,6.64,98,Pass
S0465,Student 0465,Female,23,Electronics,2,2,Data Structures,25,7,13,37,82,A+,8.51,96,Pass
S0466,Student 0466,Female,22,Computer Science,1,7,DBMS,29,7,12,48,96,O,9.58,57,Fail
S0467,Student 0467,Male,18,Electronics,4,4,Machine Learning,20,10,13,30,73,A,7.03,84,Pass
S0468,Student 0468,Female,23,Civil,2,8,DBMS,22,10,13,34,79,A,8.23,55,Fail
S0469,Student 0469,Male,22,Computer Science,1,6,Machine Learning,21,8,9,41,79,A,8.28,89,Pass
S0470,Student 0470,Male,24,Mechanical,2,5,DBMS,24,8,9,23,64,B+,6.59,88,Pass
S0471,Student 0471,Female,23,Computer Science,2,1,Data Structures,19,9,11,23,62,B+,6.29,57,Fail
S0472,Student 0472,Male,21,Mechanical,3,1,DBMS,21,10,9,20,60,B+,6.19,68,Fail
S0473,Student 0473,Female,18,Information Technology,3,7,DBMS,30,6,12,36,84,A+,8.68,57,Fail
S0474,Student 0474,Male,22,Computer Science,1,2,Mathematics,21,10,14,26,71,A,7.13,67,Fail
S0475,Student 0475,Male,19,Computer Science,4,2,Mathematics,27,8,15,42,92,O,9.11,97,Pass
S0476,Student 0476,Female,24,Computer Science,4,6,Mathematics,20,10,15,49,94,O,9.88,77,Pass
S0477,Student 0477,Female,20,Electronics,4,7,Mathematics,23,10,11,38,82,A+,7.86,89,Pass
S0478,Student 0478,Female,18,Mechanical,4,7,Python,29,6,12,39,86,A+,8.62,56,Fail
S0479,Student 0479,Male,19,Electronics,2,4,DBMS,18,8,10,23,59,B,5.85,57,Fail
S0480,Student 0480,Male,23,Electronics,3,4,Data Structures,22,8,9,38,77,A,7.78,80,Pass
S0481,Student 0481,Female,18,Information Technology,3,8,Data Structures,25,10,9,39,83,A+,8.06,96,Pass
S0482,Student 0482,Male,23,Information Technology,3,6,Cloud Computing,24,6,11,43,84,A+,8.82,96,Pass
S0483,Student 0483,Male,18,Mechanical,1,5,Machine Learning,18,8,10,30,66,B+,6.84,87,Pass
S0484,Student 0484,Female,22,Mechanical,4,2,Data Structures,24,8,14,24,70,A,6.8,63,Fail
S0485,Student 0485,Male,21,Information Technology,4,5,Python,24,10,14,44,92,O,8.76,99,Pass
S0486,Student 0486,Male,19,Civil,2,8,Cloud Computing,28,10,11,37,86,A+,9.2,94,Pass
S0487,Student 0487,Female,20,Information Technology,3,7,DBMS,28,10,9,23,70,A,6.9,97,Pass
S0488,Student 0488,Female,22,Computer Science,3,6,Machine Learning,28,6,12,25,71,A,7.24,77,Pass
S0489,Student 0489,Male,19,Computer Science,4,1,Data Structures,21,8,10,44,83,A+,7.83,60,Fail
S0490,Student 0490,Male,23,Civil,2,5,Python,23,6,12,34,75,A,6.93,85,Pass
S0491,Student 0491,Male,21,Civil,2,4,Machine Learning,26,8,15,39,88,A+,9.03,64,Fail
S0492,Student 0492,Male,21,Civil,1,5,Data Structures,18,8,11,45,82,A+,8.34,99,Pass
S0493,Student 0493,Female,19,Information Technology,1,7,Mathematics,22,8,9,20,59,B,6.34,73,Fail
S0494,Student 0494,Female,22,Mechanical,1,6,Cloud Computing,27,10,9,25,71,A,7.1,67,Fail
S0495,Student 0495,Female,20,Information Technology,1,4,Machine Learning,22,8,15,32,77,A,7.12,65,Fail
S0496,Student 0496,Female,19,Electronics,2,5,Python,28,8,14,48,98,O,10,56,Fail
S0497,Student 0497,Male,21,Computer Science,3,7,Mathematics,20,6,14,36,76,A,7.73,98,Pass
S0498,Student 0498,Male,22,Computer Science,2,7,DBMS,27,8,15,37,87,A+,8.35,63,Fail
S0499,Student 0499,Male,20,Civil,2,3,DBMS,29,10,10,33,82,A+,8.39,64,Fail
S0500,Student 0500,Female,21,Information Technology,1,3,DBMS,20,6,13,48,87,A+,9.25,81,Pass
S0501,Student 0501,Male,22,Electronics,2,4,Python,20,7,8,44,79,A,8.04,94,Pass
S0502,Student 0502,Female,19,Computer Science,2,1,DBMS,19,9,10,36,74,A,7.36,93,Pass
S0503,Student 0503,Male,20,Mechanical,4,8,Data Structures,20,7,11,21,59,B,6.22,81,Pass
S0504,Student 0504,Female,24,Mechanical,2,4,Data Structures,19,7,15,47,88,A+,8.79,94,Pass
S0505,Student 0505,Male,22,Mechanical,2,7,Cloud Computing,30,6,14,43,93,O,9.17,75,Pass
S0506,Student 0506,Male,19,Information Technology,4,8,Python,21,10,14,43,88,A+,8.87,57,Fail
S0507,Student 0507,Male,23,Electronics,4,7,DBMS,30,8,15,25,78,A,7.55,82,Pass
S0508,Student 0508,Male,21,Civil,2,8,Mathematics,25,6,9,25,65,B+,7.03,92,Pass
S0509,Student 0509,Female,23,Mechanical,3,8,Python,20,9,11,48,88,A+,8.31,84,Pass
S0510,Student 0510,Male,21,Computer Science,1,2,Python,29,9,13,22,73,A,7.55,88,Pass
S0511,Student 0511,Male,21,Civil,4,1,Data Structures,23,10,10,25,68,B+,6.41,64,Fail
S0512,Student 0512,Male,22,Electronics,3,8,DBMS,28,7,9,48,92,O,9.75,63,Fail
S0513,Student 0513,Female,21,Electronics,1,8,Cloud Computing,25,10,8,39,82,A+,7.89,86,Pass
S0514,Student 0514,Male,18,Mechanical,4,2,Machine Learning,27,6,11,48,92,O,8.93,90,Pass
S0515,Student 0515,Female,20,Computer Science,2,1,Mathematics,23,6,10,47,86,A+,8.8,57,Fail
S0516,Student 0516,Male,21,Information Technology,1,2,Cloud Computing,20,7,12,39,78,A,8.03,97,Pass
S0517,Student 0517,Female,24,Civil,3,1,Python,30,8,13,31,82,A+,8.58,79,Pass
S0518,Student 0518,Male,23,Civil,1,5,Cloud Computing,20,6,12,30,68,B+,6.7,88,Pass
S0519,Student 0519,Female,21,Computer Science,1,2,Machine Learning,29,10,9,35,83,A+,8.43,99,Pass
S0520,Student 0520,Female,22,Civil,3,5,Machine Learning,27,10,13,49,99,O,10,63,Fail
S0521,Student 0521,Male,23,Mechanical,4,3,Machine Learning,21,8,11,20,60,B+,5.43,62,Fail
S0522,Student 0522,Female,20,Computer Science,4,7,Python,23,8,11,20,62,B+,5.84,95,Pass
S0523,Student 0523,Female,23,Information Technology,3,5,Machine Learning,26,8,8,23,65,B+,6.3,98,Pass
S0524,Student 0524,Male,21,Civil,1,3,Data Structures,23,8,15,49,95,O,9.86,85,Pass
S0525,Student 0525,Female,22,Computer Science,4,6,Cloud Computing,30,9,8,46,93,O,9.06,88,Pass
